   BENCHMARK INFORMATION
benchmark definition:    /input/student-heuristics-extract-features.xml
name:                    student-heuristics-extract-features
run sets:                AutomizerBplInline with feature extraction.Pdr
date:                    Thu, 2019-07-18 10:50:22 UTC
tool:                    ULTIMATE Automizer 0.1.24-3a3fd35b
tool executable:         ./Ultimate.py
options:                 
resource limits:
- memory:                8000.0 MB
- time:                  300 s
- cpu cores:             2
hardware requirements:
- cpu cores:             2
- memory:                8000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    06b07f0a6637
os:                      Linux-4.15.0-54-generic-x86_64-with-debian-9.9
cpu:                     Intel Core i7-3770 CPU @ 3.40GHz
- cores:                 8
- max frequency:         3900.0 MHz
- turbo boost enabled:   True
ram:                     33637.937152000006 MB
------------------------------------------------------------



AutomizerBplInline with feature extraction.Pdr
Run set 1 of 1 with options '-tc /ultimate/trunk/examples/toolchains/AutomizerBplInline.xml --traceabstraction.use.heuristic.emptiness.check false --traceabstraction.extract.smt.features.during.analysis true --traceabstraction.smt.feature.extraction.dump.path /output/smt/ --traceabstraction.trace.refinement.strategy CAMEL_NO_AM' and propertyfile 'None'

inputfile                                                                                                              status                    cpu time   wall time        host
20170304-DifficultPathPrograms/pals_lcr-var-start-time.6.ufo.BOUNDED-12.pals.c_12.bpl                                  ERROR: EXCEPTION             10.62        6.05        None
20170304-DifficultPathPrograms/pals_lcr-var-start-time.6.ufo.UNBOUNDED.pals.c_12.bpl                                   ERROR: EXCEPTION             10.70        6.03        None
20170304-DifficultPathPrograms/pals_lcr.3.1.ufo.BOUNDED-6.pals.c_13.bpl                                                ERROR: EXCEPTION              8.77        5.04        None
20170304-DifficultPathPrograms/pals_lcr.3.1.ufo.UNBOUNDED.pals.c_14.bpl                                                ERROR: EXCEPTION              9.56        5.42        None
20170304-DifficultPathPrograms/pals_lcr.3.ufo.BOUNDED-6.pals.c_13.bpl                                                  ERROR: EXCEPTION              8.22        4.83        None
20170304-DifficultPathPrograms/pals_lcr.3.ufo.UNBOUNDED.pals.c_14.bpl                                                  ERROR: EXCEPTION              9.44        5.43        None
20170304-DifficultPathPrograms/pals_lcr.3_overflow.ufo.UNBOUNDED.pals.c_13.bpl                                         ERROR: EXCEPTION              9.47        5.43        None
20170304-DifficultPathPrograms/pals_lcr.4.1.ufo.BOUNDED-8.pals.c_19.bpl                                                ERROR: EXCEPTION             10.92        6.13        None
20170304-DifficultPathPrograms/pals_lcr.4.1.ufo.UNBOUNDED.pals.c_16.bpl                                                ERROR: EXCEPTION              9.85        5.64        None
20170304-DifficultPathPrograms/pals_lcr.4.ufo.BOUNDED-8.pals.c_19.bpl                                                  ERROR: EXCEPTION              9.63        5.37        None
20170304-DifficultPathPrograms/pals_lcr.4.ufo.UNBOUNDED.pals.c_16.bpl                                                  ERROR: EXCEPTION              9.48        5.42        None
20170304-DifficultPathPrograms/pals_lcr.4_overflow.ufo.UNBOUNDED.pals.c_19.bpl                                         ERROR: EXCEPTION              9.26        5.35        None
